,Crime_Type,Charges_Filed,Time_Served_Months,Prior_Criminal_History,Risk_of_Flight,Influence_on_Trial,Bail_Decision,Socio_Economic_Status
1242,Economic,"['Cyber Laws', 'Cyber Laws', 'Economic Offenses Act']",26,1,0.1406533392336667,0.8193337522988611,Rejected,Low
1243,Non-violent,['Economic Offenses Act'],5,0,0.7166319367020314,0.130698253748313,Granted,Middle
1244,Violent,"['Narcotics Act', 'IPC 379']",16,0,0.4372816482446175,0.1733731567575082,Rejected,High
1245,Economic,['IPC 302'],35,0,0.4035486208136883,0.3408765395839365,Rejected,Low
1246,Economic,"['Narcotics Act', 'IPC 379', 'IPC 420']",26,0,0.1369666345442358,0.4084873888822733,Rejected,Low
1247,Non-violent,"['Narcotics Act', 'Cyber Laws']",18,1,0.5067700407177881,0.3487028108429784,Granted,High
1248,Drug-related,"['IPC 302', 'Economic Offenses Act']",29,0,0.1265453111963772,0.7636470325232199,Rejected,Middle
1249,Cyber Crime,['IPC 307'],23,1,0.4766204563105404,0.0969513926267147,Granted,Middle
1250,Cyber Crime,"['Economic Offenses Act', 'Narcotics Act']",14,1,0.7636152989616567,0.351217019638488,Granted,Low
1251,Economic,"['IPC 420', 'Cyber Laws']",15,0,0.2582643578871635,0.8372399995154594,Rejected,High
1252,Non-violent,"['IPC 379', 'IPC 307']",33,1,0.4807861681797273,0.0667970772621719,Granted,Low
1253,Cyber Crime,"['IPC 420', 'IPC 302']",25,1,0.9920159693968356,0.9423435076713574,Rejected,Low
1254,Economic,['Cyber Laws'],21,1,0.6866504233540373,0.9863168422720128,Granted,Middle
1255,Drug-related,"['Narcotics Act', 'Economic Offenses Act']",17,1,0.8413567713051986,0.08856817382508,Granted,Middle
1256,Cyber Crime,"['Economic Offenses Act', 'IPC 379', 'Economic Offenses Act']",23,1,0.4148476065605457,0.2912725222557369,Granted,Middle
1257,Economic,"['Economic Offenses Act', 'IPC 420', 'IPC 379']",43,1,0.7678609231258553,0.3724006660353561,Granted,Middle
1258,Economic,['IPC 379'],17,1,0.0405091729413218,0.7763913686527261,Rejected,Middle
1259,Violent,"['IPC 420', 'IPC 420', 'IPC 379']",14,0,0.1229111825422449,0.5959268121167338,Granted,High
1260,Drug-related,"['IPC 420', 'Narcotics Act']",29,0,0.2030705929200621,0.6443657004925674,Rejected,Low
1261,Violent,['IPC 302'],20,1,0.4019519246152195,0.757509822818506,Granted,High
1262,Non-violent,"['IPC 379', 'IPC 307', 'IPC 302']",30,1,0.8457448783257632,0.1179789994370257,Rejected,Low
1263,Violent,"['IPC 420', 'Narcotics Act', 'Cyber Laws']",19,0,0.3462660507879305,0.8332094569102624,Rejected,Middle
1264,Violent,"['Cyber Laws', 'Narcotics Act']",39,0,0.6546211935154629,0.705619804180144,Granted,High
1265,Cyber Crime,"['Economic Offenses Act', 'Cyber Laws', 'IPC 420']",13,0,0.7093142948034834,0.5773417251963703,Granted,Low
1266,Economic,"['IPC 420', 'Cyber Laws', 'IPC 420']",18,0,0.5861823540883414,0.8897353347830567,Rejected,Middle
1267,Drug-related,['IPC 307'],23,1,0.3572419681701362,0.7003063538838071,Granted,Middle
1268,Violent,['IPC 307'],46,1,0.5770533417135443,0.2016999626310254,Granted,High
1269,Drug-related,"['IPC 379', 'Cyber Laws', 'Economic Offenses Act']",33,0,0.3422655927897462,0.4297453810756667,Granted,High
1270,Violent,"['Economic Offenses Act', 'IPC 302', 'Economic Offenses Act']",39,0,0.083873738552012,0.4940428669357333,Granted,High
1271,Non-violent,['IPC 307'],40,0,0.9928039781860144,0.0552176267504056,Granted,Middle
1272,Violent,"['IPC 420', 'IPC 379', 'Economic Offenses Act']",18,0,0.1271824536325109,0.9546375133600558,Granted,Low
1273,Cyber Crime,"['Narcotics Act', 'IPC 302']",9,1,0.0723483838360573,0.1285772607968784,Granted,Low
1274,Economic,"['Cyber Laws', 'IPC 307', 'Cyber Laws']",33,0,0.8785307492071559,0.6974612672267269,Granted,High
1275,Non-violent,"['IPC 307', 'Narcotics Act']",32,0,0.3018346608928951,0.5062310360908802,Granted,Low
1276,Violent,['Narcotics Act'],17,0,0.6502969740735076,0.0256322498844225,Rejected,Middle
1277,Drug-related,"['IPC 420', 'IPC 307', 'IPC 379']",19,1,0.3290057296622328,0.9247474758643616,Granted,Low
1278,Non-violent,"['Narcotics Act', 'Economic Offenses Act']",27,1,0.3914542707944711,0.8518368088189332,Granted,Middle
1279,Non-violent,['Cyber Laws'],6,1,0.2621129720167965,0.5242579279038355,Granted,High
1280,Violent,"['IPC 307', 'Narcotics Act']",35,0,0.3430440057930102,0.2289423361394452,Granted,Low
1281,Non-violent,"['IPC 420', 'IPC 420']",37,0,0.4107004005865431,0.1216228906800942,Granted,Middle
1282,Drug-related,['Economic Offenses Act'],34,0,0.7204160690923429,0.3633924794321266,Rejected,High
1283,Non-violent,"['IPC 307', 'IPC 307']",20,1,0.5115361942347918,0.2554282810460905,Rejected,High
1284,Drug-related,"['IPC 307', 'IPC 302', 'Narcotics Act']",25,1,0.9435652171569768,0.5066912010062987,Granted,High
1285,Violent,"['IPC 420', 'Cyber Laws']",4,0,0.0418803938387755,0.966409296123429,Rejected,High
1286,Economic,"['Economic Offenses Act', 'IPC 379', 'IPC 307']",10,0,0.5030683226320282,0.5749534932296414,Granted,Low
1287,Non-violent,"['IPC 379', 'IPC 302', 'IPC 420']",10,1,0.5842247888317181,0.8899310558900979,Granted,Middle
1288,Economic,"['IPC 420', 'IPC 302', 'IPC 302']",24,0,0.920196986074274,0.6508788374957772,Rejected,Low
1289,Drug-related,"['Narcotics Act', 'Cyber Laws', 'Cyber Laws']",21,0,0.0491585236214275,0.4752465265872004,Rejected,Middle
1290,Non-violent,"['Cyber Laws', 'IPC 302', 'IPC 420']",11,0,0.573499584935216,0.8546075627333712,Rejected,High
1291,Cyber Crime,"['Economic Offenses Act', 'IPC 379']",27,1,0.853629928527957,0.4713681101729975,Rejected,Low
1292,Economic,['IPC 379'],16,0,0.2419277281192365,0.868628170510361,Rejected,High
1293,Non-violent,"['IPC 379', 'IPC 302']",26,0,0.8762923485239374,0.2915767695757653,Granted,Middle
1294,Economic,"['Cyber Laws', 'IPC 302', 'IPC 307']",30,0,0.0190434092742918,0.1288130737629881,Granted,High
1295,Non-violent,['IPC 379'],16,0,0.7324546291337297,0.8553144643629383,Granted,Low
1296,Violent,['IPC 302'],7,1,0.933113221168653,0.5874151637926668,Rejected,Low
1297,Economic,"['IPC 307', 'IPC 379', 'Narcotics Act']",16,1,0.6571976616400622,0.8890923982489601,Granted,Middle
1298,Cyber Crime,"['Narcotics Act', 'Economic Offenses Act', 'IPC 420']",35,1,0.4390292439804479,0.9378272069923832,Rejected,Middle
1299,Cyber Crime,"['Cyber Laws', 'IPC 302', 'IPC 420']",16,0,0.044881016472718,0.0536283903714491,Granted,Low
1300,Drug-related,"['Narcotics Act', 'Economic Offenses Act']",40,1,0.9201138133226288,0.5009693018588683,Rejected,Low
1301,Non-violent,['IPC 307'],12,0,0.4702962226915748,0.3749645490745292,Rejected,Low
1302,Economic,"['IPC 307', 'IPC 302']",35,1,0.028996744335948,0.6258583970701171,Granted,Low
1303,Drug-related,"['IPC 307', 'Cyber Laws']",21,0,0.6898210713287619,0.7935911972023235,Granted,Middle
1304,Economic,"['Economic Offenses Act', 'IPC 302', 'IPC 302']",43,1,0.4818372535762582,0.2805902159743689,Granted,Low
1305,Non-violent,"['IPC 379', 'IPC 420']",36,1,0.1243453174424107,0.5567983843731716,Granted,Middle
1306,Cyber Crime,"['IPC 307', 'IPC 379']",17,1,0.2142718093102595,0.7087285799048996,Rejected,Low
1307,Violent,"['IPC 379', 'Narcotics Act', 'Narcotics Act']",32,0,0.0644906804558462,0.134431082835734,Granted,Low
1308,Cyber Crime,"['Narcotics Act', 'Economic Offenses Act']",41,0,0.5742935397085736,0.8140669059512669,Rejected,High
1309,Drug-related,"['IPC 302', 'Cyber Laws', 'IPC 307']",6,0,0.6220294792520092,0.6061095998529731,Granted,High
1310,Violent,['IPC 307'],24,1,0.5057422983554444,0.9495374371136518,Granted,Low
1311,Drug-related,"['Cyber Laws', 'IPC 379']",27,0,0.8171021330026149,0.3395289191306933,Granted,Middle
1312,Non-violent,"['IPC 302', 'IPC 379', 'IPC 307']",20,0,0.8610088213080136,0.1081459423371986,Granted,Low
1313,Violent,"['Narcotics Act', 'IPC 379', 'IPC 307']",25,0,0.6156243966831266,0.5065012010369253,Granted,High
1314,Drug-related,"['IPC 302', 'IPC 420']",2,0,0.0127564797074305,0.0858107717094388,Rejected,Low
1315,Non-violent,"['Economic Offenses Act', 'Economic Offenses Act', 'IPC 307']",9,0,0.6952296557477357,0.9695265233240068,Granted,High
1316,Cyber Crime,['IPC 420'],28,0,0.4179992169203516,0.0386849582571915,Rejected,Low
1317,Non-violent,"['Cyber Laws', 'IPC 307', 'IPC 307']",38,1,0.565557483226387,0.753503901107308,Granted,Low
1318,Economic,"['IPC 379', 'IPC 379', 'Economic Offenses Act']",3,1,0.6490806020188844,0.525102398142244,Rejected,Middle
1319,Non-violent,"['Economic Offenses Act', 'Economic Offenses Act', 'Economic Offenses Act']",20,0,0.3502366143270767,0.3686206524982887,Granted,High
1320,Non-violent,"['Cyber Laws', 'Economic Offenses Act', 'IPC 420']",6,1,0.9170985051717944,0.0658421645086546,Granted,High
1321,Economic,['Cyber Laws'],39,1,0.1339748667497812,0.6221669241736077,Granted,High
1322,Drug-related,"['IPC 302', 'Economic Offenses Act', 'Narcotics Act']",33,0,0.6715118072810374,0.5852203293909553,Rejected,Middle
1323,Drug-related,['IPC 420'],1,0,0.0043595799565804,0.2808832730675997,Rejected,Low
1324,Non-violent,['Narcotics Act'],37,1,0.9246511054051808,0.910221701410312,Granted,Middle
1325,Economic,"['IPC 420', 'IPC 420']",6,0,0.1125041332380915,0.3041100073428369,Granted,Low
1326,Economic,"['Narcotics Act', 'Economic Offenses Act']",45,1,0.0948842301475746,0.4497254105921061,Granted,Middle
1327,Cyber Crime,['Cyber Laws'],34,1,0.3330076330522442,0.5437624559186557,Rejected,Middle
1328,Drug-related,"['Cyber Laws', 'IPC 307', 'Economic Offenses Act']",47,1,0.3735662860390806,0.1002318781762861,Granted,High
1329,Violent,['IPC 420'],15,0,0.2143000723228786,0.9321617192136324,Rejected,Middle
1330,Drug-related,['Narcotics Act'],45,1,0.5851216609271247,0.3745361524510411,Granted,Low
1331,Drug-related,['IPC 379'],26,0,0.4429140980419636,0.0807792138743436,Rejected,Middle
1332,Cyber Crime,"['IPC 420', 'Economic Offenses Act', 'Cyber Laws']",14,0,0.0341755890410874,0.3872911736753299,Rejected,Middle
1333,Violent,"['Narcotics Act', 'IPC 307', 'Narcotics Act']",7,0,0.3196520622553006,0.6002025470925807,Rejected,Low
1334,Cyber Crime,['IPC 379'],46,0,0.8104329135731705,0.5136526718213296,Granted,High
1335,Violent,"['IPC 420', 'Narcotics Act', 'IPC 420']",31,0,0.6897015348618686,0.694541974037274,Rejected,Low
1336,Non-violent,['Cyber Laws'],24,1,0.7248708535798805,0.0554839420679106,Granted,Low
1337,Violent,"['IPC 420', 'IPC 307', 'Cyber Laws']",31,0,0.6981169240835235,0.2845406102720561,Rejected,Low
1338,Cyber Crime,"['Narcotics Act', 'Cyber Laws']",29,0,0.3109730213830333,0.8192305768401023,Granted,Middle
1339,Drug-related,"['Narcotics Act', 'IPC 379']",42,0,0.0996639220767758,0.0798936877913608,Rejected,Middle
1340,Violent,"['IPC 307', 'Narcotics Act', 'IPC 379']",32,0,0.272467184033096,0.8554859546959576,Rejected,Low
1341,Violent,"['Cyber Laws', 'Narcotics Act']",17,0,0.8317853001851593,0.0918960920771062,Granted,Low
1342,Economic,"['IPC 420', 'IPC 420']",14,1,0.9804707977830712,0.8344542148916962,Granted,High
1343,Drug-related,"['IPC 420', 'IPC 302', 'Economic Offenses Act']",40,0,0.4938470147415613,0.3607884010787267,Rejected,Middle
1344,Non-violent,"['IPC 379', 'Cyber Laws', 'Cyber Laws']",36,0,0.0097003549230422,0.6122090632572158,Rejected,Middle
1345,Cyber Crime,"['Economic Offenses Act', 'IPC 302', 'IPC 420']",24,1,0.140044812134229,0.1528871156479981,Granted,Middle
1346,Non-violent,['IPC 420'],45,0,0.3220805753162657,0.0661687217251808,Rejected,Middle
1347,Drug-related,"['IPC 307', 'Narcotics Act']",27,1,0.5785853485929497,0.215938204020135,Rejected,Low
1348,Violent,"['Cyber Laws', 'IPC 379', 'Narcotics Act']",25,1,0.0750936458053139,0.1278538179086955,Granted,Low
1349,Violent,"['IPC 307', 'IPC 420']",32,1,0.9433572987098816,0.3124058976796318,Granted,High
1350,Drug-related,['IPC 420'],18,1,0.3650836732844007,0.5143832465110202,Granted,Middle
1351,Violent,"['Narcotics Act', 'IPC 307']",46,0,0.912584217924823,0.5887594635650095,Rejected,Middle
1352,Violent,['IPC 307'],18,0,0.7805218027570218,0.7898681073797429,Rejected,Low
1353,Violent,"['Economic Offenses Act', 'IPC 420', 'IPC 379']",37,1,0.7554372725155811,0.6562398932483586,Rejected,High
1354,Cyber Crime,"['Cyber Laws', 'Economic Offenses Act']",26,1,0.606719579782232,0.608758325129553,Granted,Low
1355,Cyber Crime,"['IPC 302', 'Narcotics Act', 'Narcotics Act']",9,0,0.6267838170518446,0.4117820274857746,Rejected,Middle
1356,Economic,"['IPC 379', 'Economic Offenses Act', 'Narcotics Act']",35,1,0.6380032352162481,0.4738084349601387,Granted,Middle
1357,Non-violent,"['IPC 379', 'IPC 420']",8,1,0.6287213870255821,0.4145208293901811,Granted,High
1358,Drug-related,"['IPC 307', 'IPC 307']",20,1,0.5537282313983612,0.8421660300613831,Rejected,Low
1359,Drug-related,['Cyber Laws'],42,0,0.9864140184828888,0.2300004525483998,Granted,Middle
1360,Drug-related,"['Narcotics Act', 'Economic Offenses Act', 'IPC 379']",22,1,0.7322905674256961,0.0057209315419646,Rejected,Middle
1361,Economic,['IPC 379'],19,0,0.7769463883925212,0.6513198972262393,Granted,High
1362,Cyber Crime,"['Narcotics Act', 'IPC 420', 'Economic Offenses Act']",30,0,0.8724628150836742,0.2024621836388314,Granted,Middle
1363,Economic,"['Economic Offenses Act', 'IPC 307']",28,0,0.2156397627258491,0.8901151363098093,Granted,Middle
1364,Drug-related,"['IPC 302', 'IPC 302', 'IPC 379']",35,1,0.0838041590950607,0.8590463297066561,Rejected,Low
1365,Non-violent,['Economic Offenses Act'],43,1,0.4828944365985986,0.0767273719282058,Granted,High
1366,Violent,['IPC 307'],11,0,0.5140806956192732,0.1063884054140773,Rejected,High
1367,Cyber Crime,"['IPC 307', 'IPC 307', 'IPC 420']",31,0,0.8291817799499177,0.4951715922466663,Granted,High
1368,Cyber Crime,"['IPC 307', 'IPC 379', 'IPC 307']",39,0,0.4437835792823357,0.6092226627693547,Granted,Low
1369,Economic,"['IPC 379', 'Narcotics Act', 'IPC 379']",36,1,0.5708530255443127,0.2749083374822407,Granted,High
1370,Cyber Crime,"['IPC 307', 'IPC 379', 'IPC 302']",30,1,0.5270709385134583,0.7167977166993706,Rejected,Middle
1371,Drug-related,"['IPC 307', 'IPC 302']",23,0,0.038202783757391,0.5949160209188715,Rejected,High
1372,Drug-related,"['IPC 420', 'Cyber Laws']",19,0,0.615214896596914,0.3248241097485547,Rejected,Middle
1373,Economic,"['IPC 420', 'Cyber Laws']",12,1,0.8280432857742522,0.0253714880423155,Rejected,High
1374,Drug-related,['Narcotics Act'],15,0,0.1575005480758038,0.7501502812985177,Rejected,High
1375,Non-violent,"['IPC 420', 'IPC 307']",31,1,0.5943317339265958,0.2147536658250827,Granted,Low
1376,Economic,['Narcotics Act'],43,1,0.5936105444464144,0.8344737434626284,Granted,High
1377,Non-violent,['Cyber Laws'],37,0,0.1641849640563587,0.4202902600542552,Rejected,High
1378,Violent,"['Economic Offenses Act', 'Narcotics Act']",37,0,0.123463573730736,0.5770774426317654,Rejected,Low
1379,Non-violent,"['Narcotics Act', 'Cyber Laws']",15,1,0.9800519429764848,0.8729487304090019,Rejected,Middle
1380,Violent,['IPC 420'],29,1,0.3937191696530375,0.8636230009199534,Rejected,High
1381,Violent,"['IPC 379', 'IPC 379']",43,1,0.2274217287235292,0.3715195752435732,Granted,High
1382,Non-violent,['IPC 307'],26,1,0.1713245444543749,0.2088888927148431,Rejected,Middle
1383,Economic,"['IPC 302', 'IPC 307']",44,1,0.6676017135832351,0.7751460777285947,Rejected,Low
1384,Drug-related,['IPC 420'],2,0,0.6094452973272788,0.4330802036021312,Rejected,High
1385,Drug-related,"['IPC 302', 'IPC 307']",20,1,0.6435521229874175,0.1920419935590041,Rejected,Low
1386,Violent,['IPC 307'],15,1,0.0880060275114522,0.9044253423171502,Granted,Middle
1387,Violent,"['IPC 420', 'IPC 307', 'IPC 302']",4,1,0.893534583498437,0.1981041942410873,Granted,Middle
1388,Economic,"['IPC 420', 'IPC 420', 'Cyber Laws']",22,0,0.3892663968090483,0.025807168191231,Rejected,Low
1389,Cyber Crime,"['IPC 307', 'Economic Offenses Act', 'IPC 302']",38,0,0.3133694064303579,0.0202799737674199,Granted,Middle
1390,Non-violent,"['IPC 307', 'Narcotics Act']",23,1,0.4623614472477392,0.6223153564542643,Granted,Middle
1391,Violent,"['IPC 420', 'Narcotics Act', 'IPC 420']",26,1,0.3900660657476282,0.6616750607175304,Rejected,High
1392,Drug-related,['Economic Offenses Act'],11,0,0.8635770031391459,0.3110417050569839,Rejected,Low
1393,Economic,['IPC 307'],28,0,0.929260975197892,0.3200109892470634,Granted,High
1394,Non-violent,"['Cyber Laws', 'Narcotics Act']",2,0,0.3034532164496062,0.3394939150599427,Granted,Low
1395,Economic,"['Cyber Laws', 'IPC 307']",8,0,0.8639358074599548,0.6801585467588787,Granted,High
1396,Non-violent,"['IPC 420', 'Cyber Laws']",29,1,0.7815231295330671,0.0581337910268285,Granted,Middle
1397,Non-violent,"['IPC 420', 'Narcotics Act']",11,0,0.9308076723447618,0.9291163526913256,Granted,Low
1398,Violent,"['Cyber Laws', 'Economic Offenses Act']",37,1,0.2457503121858878,0.2225210441774464,Rejected,Low
1399,Economic,['IPC 420'],18,1,0.5769591501209791,0.9996732052420922,Granted,Low
1400,Economic,['IPC 302'],14,0,0.2745445847404446,0.1715226937871869,Granted,Low
1401,Drug-related,['IPC 420'],10,0,0.8240944904843742,0.7715464573123775,Granted,Middle
1402,Drug-related,"['Cyber Laws', 'IPC 379']",35,0,0.0053241905710642,0.223412544929625,Granted,Middle
1403,Violent,"['Narcotics Act', 'IPC 379', 'IPC 379']",9,0,0.5648191628863961,0.0808468016432539,Granted,Middle
1404,Violent,['IPC 420'],35,1,0.339203431271918,0.8749333243506489,Granted,High
1405,Cyber Crime,['IPC 379'],11,1,0.3226837070778202,0.8587512591908919,Granted,Middle
1406,Drug-related,"['Economic Offenses Act', 'Economic Offenses Act']",44,1,0.644906323864917,0.4035703924496013,Granted,High
1407,Non-violent,"['Cyber Laws', 'IPC 420']",12,0,0.8514844493139939,0.7023961425404268,Rejected,High
1408,Economic,['Narcotics Act'],3,1,0.6091953913933262,0.5570659326839171,Rejected,Middle
1409,Violent,"['Cyber Laws', 'Narcotics Act', 'Economic Offenses Act']",39,0,0.8531729786467225,0.8529561136737488,Granted,Middle
1410,Economic,"['Economic Offenses Act', 'IPC 420']",14,1,0.2645971118810299,0.3150559693186544,Rejected,Middle
1411,Economic,['IPC 302'],28,0,0.5195018547649811,0.5236723999989852,Rejected,High
1412,Cyber Crime,"['Economic Offenses Act', 'IPC 420']",11,1,0.450536539067076,0.4853723712045504,Rejected,Low
1413,Drug-related,"['Narcotics Act', 'Narcotics Act']",39,1,0.0116448995030962,0.3539058262568587,Rejected,Middle
1414,Violent,"['IPC 420', 'Economic Offenses Act', 'IPC 379']",25,0,0.5568121431407401,0.8914550645563722,Rejected,High
1415,Economic,"['Economic Offenses Act', 'IPC 379']",21,1,0.6615243241461749,0.1658779246625354,Rejected,High
1416,Violent,['Narcotics Act'],10,1,0.5919144044190701,0.1495086395206961,Granted,Middle
1417,Non-violent,"['IPC 379', 'IPC 302', 'IPC 420']",43,0,0.7362798987834215,0.5769095353227514,Granted,High
1418,Cyber Crime,"['Cyber Laws', 'Cyber Laws', 'Cyber Laws']",15,0,0.5713395284530771,0.657494229984942,Rejected,Middle
1419,Non-violent,"['Narcotics Act', 'IPC 379', 'IPC 420']",19,0,0.0667502548507569,0.1946192543245651,Granted,High
1420,Violent,"['Narcotics Act', 'IPC 302', 'Narcotics Act']",22,0,0.1164455240847114,0.3907174422546241,Rejected,Low
1421,Violent,"['Economic Offenses Act', 'IPC 302']",21,0,0.5964745775439524,0.9465638429787436,Granted,High
1422,Drug-related,"['Cyber Laws', 'IPC 307', 'Narcotics Act']",44,1,0.2749791919736402,0.246617422690674,Granted,Middle
1423,Economic,['IPC 420'],32,0,0.0796451290347658,0.6683607021173941,Granted,Low
1424,Economic,"['IPC 302', 'Economic Offenses Act', 'IPC 302']",23,1,0.4296027434485467,0.7401493936975908,Rejected,Middle
1425,Non-violent,"['IPC 379', 'Economic Offenses Act', 'Economic Offenses Act']",13,1,0.5543225980836554,0.4481286994651595,Granted,High
1426,Cyber Crime,"['IPC 379', 'Narcotics Act']",5,0,0.3287459883496065,0.937525986759583,Granted,Low
1427,Economic,"['IPC 307', 'IPC 379']",4,1,0.720433702225778,0.7366567352187905,Rejected,Low
1428,Drug-related,"['IPC 379', 'IPC 302']",28,1,0.6437706081012446,0.4579245798608978,Rejected,High
1429,Non-violent,"['IPC 307', 'Narcotics Act', 'Economic Offenses Act']",14,0,0.3328183610916719,0.569335201776094,Granted,Low
1430,Non-violent,['IPC 302'],8,1,0.7548725289085606,0.6926134434251007,Rejected,Low
1431,Drug-related,"['Narcotics Act', 'IPC 420']",9,0,0.6486950425330354,0.5921901804292182,Granted,Low
